transaction_id,user_id,agent_id,transaction_date,amount,transaction_type,fee
11357,1605,30,2023-01-04,26.03,Cash Out,0.34
11358,3774,167,2023-10-30,333.78,Bill Payment,7.73
11359,4288,74,2023-11-29,17.19,Cash Out,0.26
11360,1003,73,2023-06-15,242.27,Transfer,2.92
11361,4731,112,2023-10-29,281.02,Cash In,8.08
11362,85,211,2023-01-15,103.64,Bill Payment,3.09
11363,2996,180,2023-12-31,253.66,Cash In,3.42
11364,4824,5,2023-02-04,45.55,Cash In,0.63
11365,3288,202,2023-12-12,6.62,Bill Payment,0.07
11366,4166,256,2023-02-24,39.18,Bill Payment,0.63
11367,154,142,2023-04-22,29.65,Cash In,0.8
11368,1462,20,2023-02-09,366.32,Transfer,6.07
11369,2813,100,2023-11-21,63.35,Cash Out,1.39
11370,2020,281,2023-01-19,257.29,Cash In,3.24
11371,1098,169,2023-04-26,356.04,Cash Out,5.97
11372,571,233,2023-04-09,620.06,Transfer,14.68
11373,149,91,2023-11-13,348.84,Transfer,8.59
11374,3578,258,2023-02-03,371.28,Cash In,9.39
11375,2692,28,2023-10-21,84.27,Cash In,1.65
11376,2110,44,2023-08-04,68.47,Cash In,1.64
11377,1919,141,2023-02-13,109.0,Cash Out,2.86
11378,4870,85,2023-07-26,226.19,Bill Payment,3.06
11379,3656,299,2023-04-16,74.05,Transfer,2.03
11380,1713,268,2023-10-07,5.99,Cash In,0.07
11381,2493,297,2023-03-05,157.55,Bill Payment,2.23
11382,1345,44,2023-12-24,6.79,Cash Out,0.08
11383,3966,11,2023-09-27,304.19,Cash Out,4.56
11384,1107,275,2023-06-08,25.9,Cash Out,0.63
11385,3506,200,2023-02-23,491.47,Transfer,11.3
11386,4113,199,2023-05-13,157.31,Bill Payment,3.87
11387,583,121,2023-04-10,204.23,Cash In,5.22
11388,4351,14,2023-08-30,92.64,Transfer,2.19
11389,2691,64,2023-10-13,210.29,Cash In,2.93
11390,4657,220,2023-07-06,58.54,Cash Out,1.16
11391,2581,152,2023-07-25,335.05,Transfer,7.09
11392,320,246,2023-05-07,77.46,Bill Payment,1.05
11393,4316,95,2023-09-02,202.6,Transfer,2.07
11394,4795,268,2023-02-03,255.63,Cash In,4.32
11395,1438,193,2023-11-09,76.16,Cash In,1.28
11396,32,58,2023-09-01,203.88,Cash Out,6.05
11397,715,94,2023-05-09,93.88,Cash Out,0.96
11398,1040,298,2023-12-28,156.47,Transfer,3.95
11399,409,1,2023-03-06,308.0,Cash Out,6.27
11400,1128,206,2023-10-10,261.58,Cash In,4.96
11401,707,193,2023-09-24,53.92,Transfer,1.05
11402,3840,224,2023-07-23,243.75,Cash Out,6.94
11403,3024,38,2023-05-15,332.97,Cash In,6.66
11404,3660,111,2023-10-04,30.96,Transfer,0.51
11405,783,252,2023-04-11,8.6,Transfer,0.14
11406,2180,84,2023-02-22,118.26,Bill Payment,1.28
11407,1179,160,2023-06-07,56.75,Cash In,0.73
11408,2407,155,2023-11-11,20.81,Cash In,0.41
11409,2808,98,2023-06-08,429.06,Bill Payment,12.68
11410,4261,189,2023-09-27,6.89,Cash In,0.11
11411,2765,86,2023-08-11,81.15,Cash In,1.94
11412,2725,62,2023-03-01,296.22,Bill Payment,5.33
11413,2536,259,2023-02-20,8.22,Transfer,0.14
11414,213,81,2023-04-09,49.98,Cash Out,1.06
11415,1949,95,2023-06-07,195.77,Cash Out,5.51
11416,4862,287,2023-07-16,125.86,Transfer,2.15
11417,3147,221,2023-01-01,18.36,Transfer,0.29
11418,1202,192,2023-06-01,102.69,Cash Out,2.7
11419,1820,170,2023-11-04,73.11,Bill Payment,1.92
11420,2890,58,2023-10-17,240.2,Bill Payment,2.96
11421,645,43,2023-08-08,163.64,Transfer,4.7
11422,2360,160,2023-08-03,150.26,Transfer,4.4
11423,4223,158,2023-12-05,285.52,Cash Out,4.25
11424,4473,235,2023-10-11,47.51,Transfer,0.68
11425,4321,144,2023-08-19,193.72,Transfer,5.75
11426,3089,10,2023-05-28,42.03,Cash In,1.05
11427,497,268,2023-01-13,137.85,Cash In,3.49
11428,2017,156,2023-04-20,252.01,Cash In,3.13
11429,473,18,2023-03-17,241.61,Cash In,4.77
11430,1889,284,2023-05-23,121.18,Cash In,2.85
11431,3383,231,2023-07-05,60.47,Transfer,1.8
11432,1161,270,2023-06-10,4.31,Cash Out,0.13
11433,2523,264,2023-09-05,98.32,Cash Out,1.54
11434,4313,259,2023-10-19,181.16,Transfer,4.95
11435,196,202,2023-12-14,69.09,Cash Out,0.95
11436,2249,137,2023-07-04,331.85,Cash Out,3.7
11437,4462,47,2023-08-24,371.06,Cash Out,8.95
11438,2767,63,2023-01-06,108.98,Cash Out,2.64
11439,1552,77,2023-07-01,121.28,Cash In,2.44
11440,2448,121,2023-05-01,39.42,Transfer,0.44
11441,4310,13,2023-05-11,34.16,Cash Out,0.57
11442,2389,179,2023-06-15,52.55,Transfer,1.48
11443,3007,157,2023-06-25,105.84,Transfer,1.76
11444,119,16,2023-08-11,712.22,Cash In,8.96
11445,3497,246,2023-12-31,196.02,Cash In,4.32
11446,1717,192,2023-02-10,109.96,Cash In,3.12
11447,2884,55,2023-11-08,49.22,Cash Out,1.48
11448,4938,188,2023-11-20,301.89,Bill Payment,5.58
11449,2915,169,2023-06-14,204.75,Transfer,5.98
11450,1673,208,2023-07-02,104.41,Cash In,1.39
11451,1203,9,2023-11-11,188.31,Transfer,2.19
11452,1456,6,2023-10-05,172.41,Cash In,2.14
11453,4662,102,2023-09-18,173.74,Cash In,5.07
11454,3979,146,2023-07-23,14.75,Cash In,0.44
11455,2472,280,2023-12-23,463.1,Cash Out,4.76
11456,118,51,2023-05-05,382.56,Cash Out,7.5
11457,368,273,2023-11-10,17.2,Cash In,0.37
11458,3177,228,2023-07-25,202.02,Cash Out,5.78
11459,3375,277,2023-05-03,137.38,Bill Payment,2.34
11460,3813,83,2023-04-04,271.37,Transfer,6.66
11461,2198,117,2023-10-06,102.5,Cash Out,1.59
11462,4912,75,2023-09-12,760.73,Transfer,22.49
11463,2130,171,2023-10-17,606.73,Transfer,12.61
11464,901,214,2023-06-14,20.16,Cash In,0.38
11465,193,211,2023-03-27,72.99,Cash In,1.63
11466,2771,151,2023-05-07,46.44,Transfer,0.67
11467,3349,240,2023-02-16,76.62,Cash In,1.37
11468,951,121,2023-01-03,129.79,Bill Payment,3.08
11469,3607,215,2023-12-06,24.5,Transfer,0.46
11470,258,296,2023-01-28,248.23,Cash Out,4.48
11471,1222,265,2023-10-29,170.73,Transfer,4.26
11472,651,152,2023-12-04,31.84,Cash In,0.89
11473,2319,76,2023-11-23,226.32,Cash Out,6.53
11474,4492,224,2023-02-03,206.6,Bill Payment,4.98
11475,2426,130,2023-02-12,429.25,Bill Payment,8.05
11476,923,251,2023-01-12,47.57,Cash In,0.84
11477,3160,260,2023-10-17,187.86,Transfer,3.15
11478,398,205,2023-08-01,417.46,Cash In,6.28
11479,2915,126,2023-08-17,61.07,Cash Out,0.73
11480,561,192,2023-09-13,52.74,Transfer,1.24
11481,190,36,2023-06-11,64.35,Bill Payment,1.56
11482,205,41,2023-10-29,288.07,Cash In,4.95
11483,3016,166,2023-07-26,331.42,Transfer,7.9
11484,4140,143,2023-10-13,7.02,Bill Payment,0.19
11485,3372,234,2023-09-11,75.44,Transfer,1.64
11486,3042,228,2023-07-20,27.12,Cash Out,0.79
11487,1706,191,2023-10-01,33.35,Transfer,0.51
11488,713,25,2023-07-28,338.49,Transfer,5.17
11489,3457,260,2023-01-02,664.28,Transfer,15.41
11490,2685,18,2023-02-24,106.78,Bill Payment,2.46
11491,4407,120,2023-02-05,701.86,Cash Out,14.66
11492,4974,84,2023-03-07,94.88,Cash In,1.3
11493,3600,213,2023-05-02,251.86,Cash In,7.3
11494,4953,65,2023-04-27,88.95,Transfer,1.96
11495,2322,27,2023-01-25,77.13,Cash Out,2.03
11496,3878,207,2023-10-29,177.12,Cash In,4.5
11497,3523,88,2023-12-06,407.3,Cash In,4.34
11498,4627,236,2023-02-28,179.93,Cash Out,4.68
11499,4113,50,2023-03-29,168.81,Transfer,2.55
11500,2766,183,2023-03-19,140.4,Cash In,3.96
11501,4566,233,2023-08-22,593.37,Cash In,17.53
11502,4907,186,2023-01-10,337.12,Bill Payment,7.42
11503,555,89,2023-06-30,104.44,Cash In,1.96
11504,2141,86,2023-08-10,347.71,Cash In,10.42
11505,4978,104,2023-09-21,22.97,Transfer,0.27
11506,2679,110,2023-03-05,114.33,Cash Out,2.28
11507,4917,120,2023-06-10,23.71,Bill Payment,0.34
11508,584,88,2023-07-29,1172.49,Bill Payment,34.71
11509,4942,56,2023-12-16,9.64,Transfer,0.26
11510,1997,155,2023-07-31,477.5,Cash Out,12.56
11511,842,90,2023-12-21,537.06,Cash In,14.58
11512,2376,294,2023-06-12,69.3,Cash In,1.99
11513,4039,196,2023-09-09,597.3,Transfer,17.22
11514,1805,23,2023-03-14,138.87,Cash In,2.55
11515,730,83,2023-05-17,556.34,Cash Out,9.01
11516,4350,184,2023-12-29,132.97,Cash Out,3.16
11517,1464,207,2023-04-06,127.13,Cash Out,2.42
11518,4947,223,2023-09-27,280.0,Cash In,4.05
11519,2168,88,2023-02-25,53.19,Bill Payment,1.3
11520,4918,53,2023-06-13,469.0,Transfer,10.4
11521,1573,202,2023-04-06,377.27,Transfer,5.59
11522,4967,200,2023-06-04,29.02,Transfer,0.78
11523,1394,195,2023-09-01,5.96,Transfer,0.12
11524,257,4,2023-01-21,247.96,Cash In,6.56
11525,128,21,2023-03-13,86.68,Cash In,1.07
11526,1383,244,2023-04-20,21.54,Cash Out,0.58
11527,3729,126,2023-05-21,451.56,Cash In,11.71
11528,4652,201,2023-09-13,1031.47,Transfer,26.07
11529,2701,52,2023-09-15,76.74,Bill Payment,1.32
11530,3148,243,2023-03-09,40.98,Transfer,0.9
11531,2206,211,2023-03-04,388.56,Cash In,6.54
11532,4181,145,2023-08-22,150.82,Cash Out,2.73
11533,322,44,2023-08-11,846.41,Cash Out,14.62
11534,2357,107,2023-11-13,203.07,Cash Out,3.07
11535,4380,152,2023-12-22,167.04,Transfer,3.25
11536,3114,113,2023-05-25,525.68,Cash In,7.02
11537,1918,223,2023-06-20,323.44,Transfer,4.96
11538,3957,155,2023-03-07,104.64,Transfer,2.74
11539,4710,174,2023-03-18,2.15,Cash In,0.04
11540,2697,163,2023-02-28,278.96,Cash Out,2.92
11541,1517,185,2023-09-07,400.96,Cash In,5.56
11542,3294,285,2023-08-04,27.87,Cash In,0.58
11543,4325,198,2023-03-28,451.18,Cash Out,12.61
11544,3046,55,2023-02-08,402.65,Transfer,10.44
11545,119,71,2023-04-08,3.55,Cash In,0.09
11546,2372,198,2023-04-03,260.76,Cash Out,2.9
11547,4416,53,2023-06-10,96.71,Cash In,1.24
11548,3919,14,2023-02-19,10.44,Transfer,0.2
11549,3261,21,2023-12-12,80.34,Bill Payment,1.24
11550,2586,14,2023-05-25,185.75,Cash In,2.36
11551,4797,115,2023-03-17,73.15,Transfer,1.74
11552,2442,218,2023-06-15,309.83,Cash In,3.78
11553,2700,195,2023-09-10,136.65,Cash In,3.09
11554,1018,207,2023-07-04,7.22,Cash Out,0.15
11555,4502,111,2023-01-06,164.48,Cash Out,3.62
11556,3048,167,2023-02-20,115.17,Cash In,1.65
11557,2069,101,2023-03-15,19.91,Transfer,0.48
11558,3666,169,2023-05-10,116.63,Cash In,1.58
11559,4251,156,2023-08-20,319.41,Cash In,5.33
11560,4963,258,2023-01-04,22.5,Cash In,0.45
11561,4655,278,2023-12-22,56.65,Cash In,1.11
11562,194,236,2023-04-06,863.32,Cash In,12.42
11563,2447,128,2023-04-21,107.08,Cash In,2.47
11564,1400,123,2023-06-14,354.52,Cash In,6.33
11565,2520,189,2023-11-04,140.23,Cash In,4.01
11566,3928,292,2023-12-07,52.79,Transfer,1.01
11567,3688,259,2023-07-25,17.96,Cash Out,0.48
11568,4898,279,2023-10-27,274.38,Cash Out,7.22
11569,553,231,2023-01-06,132.74,Cash Out,3.02
11570,730,156,2023-01-23,776.33,Cash Out,18.22
11571,2561,109,2023-06-22,466.04,Cash In,6.43
11572,3998,33,2023-01-19,33.5,Transfer,0.48
11573,4267,126,2023-03-03,214.06,Transfer,3.06
11574,4946,68,2023-10-14,40.5,Cash In,0.78
11575,794,245,2023-12-17,90.8,Transfer,1.27
11576,125,267,2023-11-16,80.96,Bill Payment,1.62
11577,175,136,2023-01-19,144.71,Cash In,3.91
11578,2552,276,2023-07-26,359.61,Cash Out,10.05
11579,3849,62,2023-03-27,432.1,Cash In,6.75
11580,3457,171,2023-09-09,229.81,Bill Payment,4.16
11581,2759,103,2023-06-23,198.96,Cash In,4.4
11582,3840,92,2023-08-05,512.79,Cash Out,14.29
11583,3756,75,2023-01-05,21.49,Transfer,0.44
11584,3643,114,2023-01-22,99.58,Cash In,2.2
11585,4202,121,2023-02-02,49.19,Transfer,0.66
11586,1971,214,2023-06-28,29.41,Cash In,0.86
11587,1661,198,2023-09-27,222.28,Cash Out,3.81
11588,2576,263,2023-06-18,42.66,Cash In,0.61
11589,38,138,2023-07-29,645.55,Cash Out,7.63
11590,4491,168,2023-08-10,150.06,Cash Out,1.99
11591,2525,4,2023-11-12,127.54,Transfer,1.72
11592,4818,201,2023-02-01,88.52,Transfer,2.29
11593,3577,102,2023-05-27,63.97,Bill Payment,1.52
11594,1309,19,2023-12-13,484.51,Transfer,12.96
11595,3536,22,2023-09-18,190.98,Cash Out,2.83
11596,4461,129,2023-05-05,53.96,Transfer,1.15
11597,2229,149,2023-09-23,230.0,Transfer,5.44
11598,4830,238,2023-02-12,54.22,Transfer,0.93
11599,2924,7,2023-07-27,294.5,Transfer,7.16
11600,3042,23,2023-08-29,161.12,Transfer,2.96
11601,2709,90,2023-08-30,116.76,Transfer,1.58
11602,4340,18,2023-12-04,212.68,Cash In,4.88
11603,4409,71,2023-08-08,410.34,Cash In,5.85
11604,4172,66,2023-10-25,103.25,Cash Out,2.45
11605,3953,53,2023-01-27,233.22,Cash Out,5.16
11606,2310,192,2023-04-26,90.25,Cash In,1.28
11607,231,142,2023-10-13,89.53,Cash Out,1.51
11608,2751,25,2023-08-30,365.03,Transfer,8.88
11609,2694,250,2023-07-22,158.87,Transfer,3.88
11610,2805,33,2023-06-10,103.72,Cash In,1.18
11611,842,176,2023-02-22,44.99,Cash In,1.31
11612,3584,39,2023-08-11,318.08,Bill Payment,9.17
11613,4612,212,2023-10-31,198.91,Transfer,3.98
11614,2490,133,2023-05-29,254.65,Transfer,4.92
11615,4915,113,2023-10-20,114.52,Transfer,2.25
11616,3535,149,2023-12-14,73.68,Cash Out,1.4
11617,608,77,2023-11-22,257.77,Cash Out,2.66
11618,4619,14,2023-02-14,18.06,Cash Out,0.21
11619,3961,54,2023-02-12,215.77,Cash Out,3.79
11620,4258,253,2023-09-20,752.8,Cash Out,11.21
11621,2032,173,2023-06-18,336.96,Cash Out,7.9
11622,202,169,2023-11-25,263.49,Bill Payment,5.77
11623,1365,92,2023-12-12,116.31,Cash Out,1.37
11624,752,129,2023-08-29,3.28,Cash Out,0.06
11625,1206,130,2023-11-23,838.38,Transfer,23.86
11626,1321,72,2023-07-04,506.82,Cash Out,9.54
11627,3888,255,2023-12-28,137.89,Cash In,2.85
11628,1331,141,2023-01-28,232.53,Bill Payment,5.95
11629,431,126,2023-08-17,164.08,Cash Out,4.42
11630,2166,251,2023-09-15,234.2,Cash Out,2.88
11631,4684,2,2023-08-03,11.04,Transfer,0.24
11632,3118,10,2023-10-28,1291.93,Transfer,20.66
11633,2275,286,2023-06-21,303.3,Cash Out,6.83
11634,3366,224,2023-06-19,61.82,Transfer,0.76
11635,1264,65,2023-09-28,156.36,Cash In,4.2
11636,2396,109,2023-07-26,128.24,Cash Out,2.33
11637,4237,300,2023-04-01,87.49,Bill Payment,2.01
11638,4300,42,2023-05-27,115.49,Transfer,3.38
11639,3734,259,2023-09-15,168.42,Cash In,4.13
11640,1666,111,2023-05-16,143.23,Bill Payment,2.63
11641,861,28,2023-09-24,364.22,Cash Out,4.84
11642,845,51,2023-02-09,25.38,Transfer,0.56
11643,3043,213,2023-11-05,11.49,Transfer,0.2
11644,3341,125,2023-11-11,140.92,Transfer,2.09
11645,3490,269,2023-05-29,126.02,Cash In,2.3
11646,1939,40,2023-04-13,207.36,Transfer,5.79
11647,137,154,2023-01-19,68.55,Cash Out,1.92
11648,3233,158,2023-05-22,18.78,Cash In,0.3
11649,2221,294,2023-09-01,326.25,Cash Out,8.73
11650,1154,272,2023-01-06,116.13,Bill Payment,2.95
11651,4175,110,2023-02-15,29.21,Transfer,0.5
11652,979,234,2023-06-09,623.0,Transfer,17.41
11653,569,177,2023-12-09,576.87,Cash In,6.39
11654,2911,127,2023-11-21,35.48,Transfer,0.91
11655,2411,80,2023-11-04,328.75,Cash In,7.34
11656,3407,52,2023-02-27,155.43,Bill Payment,3.67
11657,134,82,2023-03-09,70.88,Cash Out,1.2
11658,2062,294,2023-11-13,99.97,Cash Out,1.85
11659,4379,273,2023-07-13,667.61,Transfer,15.38
11660,2854,41,2023-07-25,81.27,Cash Out,1.26
11661,3731,296,2023-03-03,48.08,Cash Out,0.83
11662,3493,287,2023-02-21,125.83,Cash In,2.82
11663,127,154,2023-02-20,190.83,Cash In,4.53
11664,1796,232,2023-04-19,66.98,Cash In,1.83
11665,1850,146,2023-01-22,297.29,Cash In,5.09
11666,4314,291,2023-08-15,186.1,Cash Out,4.13
11667,3977,56,2023-05-08,526.08,Cash In,5.61
11668,4841,30,2023-08-06,77.29,Transfer,1.81
11669,2728,75,2023-08-26,218.16,Transfer,5.67
11670,3727,52,2023-12-30,434.38,Bill Payment,5.29
11671,3561,196,2023-10-24,0.89,Cash In,0.01
11672,260,228,2023-05-18,136.48,Cash In,3.92
11673,1242,138,2023-01-22,161.64,Cash Out,4.44
11674,1844,182,2023-04-11,141.81,Transfer,2.32
11675,1513,290,2023-07-26,68.98,Cash Out,1.2
11676,4195,191,2023-04-24,18.91,Transfer,0.34
11677,4278,159,2023-10-31,400.36,Cash Out,7.14
11678,2217,192,2023-11-22,142.64,Cash Out,3.55
11679,2281,178,2023-05-04,15.05,Cash In,0.26
11680,956,37,2023-05-27,105.67,Cash In,2.32
11681,4568,224,2023-08-08,40.48,Cash In,0.86
11682,1109,160,2023-12-13,74.42,Cash In,1.41
11683,4775,209,2023-06-12,339.27,Cash In,3.88
11684,1543,291,2023-09-17,146.71,Cash Out,3.57
11685,381,249,2023-05-17,53.82,Cash In,0.65
11686,1256,185,2023-02-05,332.55,Transfer,9.38
11687,2299,288,2023-05-29,42.85,Transfer,1.09
11688,2241,226,2023-08-17,76.35,Cash Out,0.95
11689,1659,226,2023-12-22,6.75,Cash Out,0.1
11690,2985,8,2023-11-20,629.73,Cash Out,14.54
11691,2649,23,2023-08-28,108.4,Transfer,1.45
11692,3959,223,2023-06-21,36.47,Cash In,0.74
11693,3372,166,2023-02-24,143.37,Cash Out,3.77
11694,3430,275,2023-04-12,22.39,Cash Out,0.44
11695,1581,36,2023-11-30,459.79,Cash In,10.08
11696,4861,177,2023-11-25,12.67,Transfer,0.24
11697,2933,188,2023-04-09,193.86,Cash In,5.77
11698,1587,227,2023-05-03,444.71,Cash Out,11.41
11699,2113,59,2023-04-29,56.92,Cash Out,0.8
11700,3638,257,2023-03-16,20.69,Cash In,0.57
11701,4562,97,2023-08-01,124.69,Transfer,3.18
11702,4984,209,2023-05-08,178.73,Cash In,2.33
11703,2522,249,2023-10-22,68.44,Cash In,1.11
11704,3752,261,2023-11-13,78.65,Cash In,1.74
11705,2703,58,2023-01-11,203.25,Bill Payment,4.38
11706,19,57,2023-07-29,751.24,Cash Out,19.63
11707,2570,170,2023-01-18,110.61,Cash In,1.15
11708,784,73,2023-02-27,117.32,Cash In,1.77
11709,1707,22,2023-05-31,408.81,Transfer,10.29
11710,415,53,2023-06-05,98.78,Transfer,2.54
11711,364,57,2023-08-27,79.63,Cash In,1.68
11712,2576,103,2023-12-05,125.39,Cash In,2.96
11713,1104,112,2023-01-27,8.6,Cash Out,0.18
11714,4892,261,2023-07-07,482.84,Cash Out,13.5
11715,1172,135,2023-07-18,20.59,Transfer,0.48
11716,1699,185,2023-04-16,461.54,Cash Out,5.93
11717,443,26,2023-06-28,543.57,Cash Out,14.86
11718,3944,25,2023-03-16,434.1,Bill Payment,9.62
11719,4746,264,2023-10-11,18.19,Transfer,0.53
11720,4605,9,2023-07-07,157.96,Cash In,3.28
11721,4562,220,2023-01-21,87.56,Cash In,1.78
11722,2413,276,2023-06-17,37.63,Cash Out,0.9
11723,2590,195,2023-11-12,156.0,Bill Payment,3.81
11724,1840,172,2023-04-06,8.51,Cash In,0.14
11725,1504,170,2023-03-17,72.53,Cash Out,1.04
11726,723,112,2023-06-15,147.82,Transfer,2.98
11727,842,171,2023-09-24,790.97,Cash Out,10.44
11728,2348,214,2023-08-14,145.72,Cash In,1.74
11729,2222,174,2023-04-08,74.6,Transfer,2.15
11730,646,290,2023-09-12,160.73,Cash Out,2.45
11731,24,68,2023-10-03,10.01,Bill Payment,0.26
11732,3273,146,2023-07-05,339.23,Transfer,8.35
11733,4827,139,2023-06-05,464.18,Cash In,8.34
11734,7,219,2023-04-18,8.03,Bill Payment,0.14
11735,3702,25,2023-10-19,46.33,Cash In,1.18
11736,3233,252,2023-01-19,7.23,Transfer,0.18
11737,2926,215,2023-05-12,463.02,Cash Out,5.01
11738,1272,165,2023-07-26,3.69,Cash Out,0.11
11739,4262,81,2023-02-06,4.45,Transfer,0.07
11740,4524,77,2023-04-10,170.4,Bill Payment,1.95
11741,2193,284,2023-11-25,41.3,Transfer,1.19
11742,2557,158,2023-08-28,518.13,Transfer,11.15
11743,2955,174,2023-03-05,335.07,Bill Payment,3.39
11744,1600,168,2023-08-21,48.22,Cash In,1.33
11745,1667,149,2023-03-19,116.74,Cash In,2.96
11746,4920,143,2023-04-21,369.79,Transfer,6.0
11747,1062,131,2023-08-04,3.5,Transfer,0.05
11748,4662,97,2023-11-09,128.7,Cash Out,2.29
11749,3802,264,2023-11-11,122.85,Cash In,3.27
11750,1164,165,2023-09-06,548.67,Cash In,9.64
11751,3880,19,2023-07-20,84.05,Cash Out,0.88
11752,1282,283,2023-02-20,47.72,Cash In,0.8
11753,2665,16,2023-01-23,77.61,Transfer,1.18
11754,2896,2,2023-06-27,69.51,Transfer,1.78
11755,1209,10,2023-11-10,339.19,Cash In,6.17
11756,303,106,2023-01-25,230.72,Transfer,5.59
11757,756,17,2023-03-23,115.34,Transfer,3.07
11758,4260,204,2023-10-13,387.1,Transfer,4.77
11759,1227,7,2023-11-25,179.15,Cash Out,3.0
11760,1234,201,2023-05-12,26.65,Bill Payment,0.77
11761,3518,46,2023-05-19,227.49,Transfer,4.1
11762,898,178,2023-02-07,61.22,Cash Out,1.59
11763,4879,10,2023-10-04,230.77,Cash Out,5.57
11764,3311,272,2023-02-16,145.05,Cash Out,3.57
11765,4823,257,2023-04-25,278.62,Bill Payment,3.49
11766,3363,137,2023-03-09,132.04,Transfer,3.66
11767,2420,13,2023-08-16,429.4,Transfer,8.71
11768,2910,189,2023-02-24,90.63,Cash Out,2.62
11769,1455,144,2023-02-16,70.69,Transfer,1.42
11770,2328,226,2023-12-14,50.21,Cash In,0.76
11771,2364,286,2023-10-19,155.86,Cash Out,4.3
11772,2013,205,2023-09-11,68.74,Cash In,2.02
11773,1101,183,2023-08-27,254.18,Cash In,3.4
11774,816,11,2023-01-15,55.79,Cash Out,1.46
11775,4247,48,2023-01-21,144.66,Transfer,2.62
11776,1321,263,2023-11-27,193.44,Cash Out,5.06
11777,4765,257,2023-01-21,131.13,Cash In,3.65
11778,4503,87,2023-02-10,8.64,Cash Out,0.17
11779,2335,32,2023-01-12,81.91,Cash Out,2.28
11780,4588,143,2023-07-01,370.31,Transfer,10.11
11781,1033,92,2023-07-04,244.41,Transfer,5.93
11782,1156,189,2023-01-14,892.13,Cash In,14.77
11783,1101,78,2023-05-11,69.17,Transfer,1.17
11784,2786,34,2023-05-28,533.44,Cash Out,5.54
11785,997,148,2023-10-21,111.27,Transfer,1.55
11786,1436,118,2023-04-29,15.3,Cash Out,0.26
11787,2546,24,2023-04-09,88.95,Cash Out,2.48
11788,3701,28,2023-01-25,45.14,Cash In,1.07
11789,4985,267,2023-07-13,66.97,Cash In,1.21
11790,354,243,2023-04-29,81.32,Cash Out,1.54
11791,2319,214,2023-12-02,74.57,Cash In,2.14
11792,4528,38,2023-08-03,6.85,Cash In,0.14
11793,739,209,2023-11-13,69.77,Bill Payment,0.94
11794,2520,214,2023-04-19,179.45,Cash Out,2.63
11795,4604,129,2023-03-21,299.73,Cash In,7.09
11796,55,121,2023-02-20,1.23,Cash In,0.02
11797,2085,212,2023-04-08,21.05,Transfer,0.62
11798,900,161,2023-05-31,195.26,Cash Out,4.68
11799,2103,109,2023-01-04,16.32,Cash Out,0.41
11800,524,65,2023-02-12,3.27,Cash Out,0.09
11801,463,64,2023-12-28,75.76,Cash In,1.82
11802,4793,9,2023-09-20,235.96,Transfer,6.32
11803,1502,32,2023-12-11,383.07,Transfer,5.34
11804,3877,125,2023-12-23,151.48,Cash In,3.82
11805,716,282,2023-07-10,129.21,Cash In,3.8
11806,3298,109,2023-08-28,148.99,Cash In,2.64
11807,2780,170,2023-11-23,118.54,Cash Out,1.56
11808,3612,176,2023-02-18,304.21,Cash Out,3.53
11809,989,245,2023-01-21,192.87,Transfer,4.68
11810,1829,256,2023-04-17,31.4,Cash In,0.6
11811,212,286,2023-12-20,555.44,Cash Out,16.26
11812,3147,232,2023-04-14,41.71,Transfer,1.23
11813,754,151,2023-10-31,37.98,Cash In,0.84
11814,3751,103,2023-09-21,91.33,Cash In,2.42
11815,3690,25,2023-05-10,93.47,Cash Out,1.27
11816,3223,141,2023-01-21,16.93,Cash Out,0.4
11817,436,153,2023-05-28,20.67,Cash Out,0.51
11818,1902,273,2023-03-18,718.06,Cash In,9.61
11819,4180,108,2023-07-23,25.34,Cash In,0.26
11820,1236,27,2023-03-08,641.85,Transfer,12.07
11821,779,139,2023-11-11,234.77,Cash Out,3.84
11822,4930,134,2023-03-07,49.14,Cash Out,1.45
11823,3853,79,2023-04-20,106.27,Cash In,1.84
11824,1961,293,2023-07-08,52.54,Cash In,1.36
11825,4273,224,2023-11-24,53.34,Cash In,1.4
11826,1807,216,2023-09-06,208.77,Cash Out,5.02
11827,3231,203,2023-01-30,81.99,Cash In,2.22
11828,1725,106,2023-05-19,376.68,Cash Out,7.35
11829,186,165,2023-03-20,149.67,Cash Out,3.64
11830,1495,202,2023-09-05,60.65,Cash In,1.15
11831,1980,10,2023-10-13,7.03,Transfer,0.17
11832,4054,257,2023-01-16,179.85,Cash In,2.86
11833,246,237,2023-01-18,554.07,Transfer,13.81
11834,4048,52,2023-08-10,141.1,Cash Out,1.57
11835,384,215,2023-05-09,156.08,Cash Out,4.25
11836,285,146,2023-02-16,62.86,Cash Out,0.64
11837,3995,261,2023-06-16,213.71,Cash Out,3.75
11838,300,223,2023-02-14,141.69,Cash Out,4.19
11839,901,103,2023-09-14,250.53,Cash In,3.1
11840,1460,212,2023-02-05,25.74,Transfer,0.59
11841,2922,48,2023-08-05,52.43,Bill Payment,1.26
11842,2534,289,2023-12-30,348.28,Cash In,4.49
11843,806,185,2023-06-26,681.45,Cash In,19.63
11844,2229,103,2023-05-27,340.91,Transfer,8.65
11845,1922,224,2023-08-13,118.18,Transfer,2.38
11846,4973,281,2023-03-01,15.0,Cash In,0.29
11847,4790,300,2023-01-06,416.15,Cash Out,4.48
11848,2388,91,2023-06-15,330.49,Bill Payment,9.86
11849,2539,111,2023-10-08,645.81,Cash Out,15.31
